id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
115,maruti swift,2008,petrol,61909,203099,noida,654,hatchback,manual,lxi 1.3,True,delhi,delhi,True,dl7c,inperson_sale,maruti,swift,in_stock,1,176651,236421.0,good,2021-03-22T09:54:35.987,True,4717,30465,False,False
116,mahindra xuv500,2012,diesel,49367,479899,noida,4922,luxury suv,manual,w8 fwd,True,noida,uttar pradesh,True,up16,inperson_sale,mahindra,xuv500,in_stock,3,395073,503313.0,good,2021-04-02T14:06:14.22,True,11147,71985,False,False
117,mahindra xuv500,2014,diesel,64950,555999,noida,3259,luxury suv,manual,w8 fwd,True,new delhi,delhi,True,dl8c,inperson_sale,mahindra,xuv500,in_stock,2,505938,636898.0,great,2020-10-28T21:30:04.744,True,12914,83400,False,False
118,maruti sx4,2010,petrol,61261,232899,noida,1143,sedan,manual,zxi,True,ghaziabad,uttar pradesh,True,up16,inperson_sale,maruti,sx4,in_stock,1,200068,265408.0,good,2021-02-22T13:52:38.225,True,5410,34935,False,False
119,honda amaze,2013,diesel,72461,301399,noida,778,sedan,manual,1.5 exmt i dtec,True,delhi,delhi,True,dl13,inperson_sale,honda,amaze,in_stock,1,270460,,great,2021-02-02T13:01:48.283,True,7001,45210,False,False
120,maruti swift,2013,diesel,67011,369299,noida,494,hatchback,manual,vdi,True,faridabad,haryana,True,hr29,inperson_sale,maruti,swift,in_stock,1,354032,436632.0,great,2021-04-01T17:39:33.795,True,8578,55395,False,False
121,hyundai elite i20,2015,petrol,53171,480399,noida,1015,hatchback,manual,sportz 1.2,True,noida,uttar pradesh,True,up16,inperson_sale,hyundai,elite i20,in_stock,1,447444,560624.0,great,2021-04-13T10:38:30.079,True,11158,72060,False,False
122,hyundai grand i10,2017,petrol,93152,377799,noida,631,hatchback,,sportz(o) 1.2 mt,True,delhi,delhi,True,dl10,inperson_sale,hyundai,grand i10,in_stock,1,388000,493700.0,good,2021-03-05T11:16:34.094,True,8775,56670,False,False
123,volkswagen polo,2011,petrol,59541,275099,noida,496,hatchback,manual,comfortline 1.2l petrol,True,gurgaon,haryana,True,hr26,inperson_sale,volkswagen,polo,in_transit,2,217138,,good,2021-04-08T09:34:53.478,True,6390,41265,False,False
124,maruti zen estilo,2011,petrol,89510,188399,noida,1377,hatchback,manual,lxi,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,zen estilo,in_stock,1,164094,221714.0,good,2021-03-12T11:06:07.784,True,4376,28260,False,False
125,tata tiago,2016,petrol,55538,359399,noida,1373,hatchback,manual,xt 1.2 revotron,True,delhi,delhi,True,dl10,inperson_sale,tata,tiago,in_stock,1,347573,,great,2021-04-09T06:56:07.247,True,8348,53910,False,False
126,mahindra scorpio,2015,diesel,50968,801099,noida,2106,suv,manual,s8,True,delhi,delhi,True,dl8c,inperson_sale,mahindra,scorpio,in_stock,1,832560,1012190.0,great,2021-01-24T10:45:55.518,True,18608,120165,False,False
127,toyota innova crysta,2017,diesel,42841,1415109,noida,1528,suv,manual,2.4 gx 7 str,True,noida,uttar pradesh,True,up16,inperson_sale,toyota,innova crysta,in_transit,1,1422217,1713713.0,great,2021-04-15T11:37:12.803,True,32869,212267,False,False
128,volkswagen polo,2013,petrol,65942,317199,noida,1320,hatchback,manual,comfortline 1.2l petrol,True,gurgaon,haryana,True,hr26,inperson_sale,volkswagen,polo,in_stock,1,290791,374585.0,great,2021-02-28T12:19:35.107,True,7368,47580,False,False
129,mahindra scorpio,2016,diesel,59831,1092313,noida,3284,suv,manual,s10,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,mahindra,scorpio,in_stock,1,1093292,,great,2021-02-23T07:50:37.655,True,25372,163847,False,False
130,hyundai creta,2016,petrol,61582,720299,noida,1680,suv,manual,1.6 sx plus petrol,True,noida,uttar pradesh,True,up16,inperson_sale,hyundai,creta,in_stock,2,672500,837780.0,great,2021-03-27T11:10:40.883,True,16731,108045,False,False
131,mahindra scorpio,2016,diesel,61330,1030804,noida,2581,suv,manual,s10,True,noida,uttar pradesh,True,up16,inperson_sale,mahindra,scorpio,in_stock,2,1048358,1272552.0,great,2021-02-23T09:00:20.091,True,23943,154621,False,False
132,ford figo,2012,diesel,58699,233099,noida,380,hatchback,manual,1.4 zxi duratorq,True,gurgaon,haryana,True,hr26,inperson_sale,ford,figo,in_stock,1,176961,,fair,2021-04-07T12:37:18.939,True,5414,34965,False,False
133,maruti swift,2009,petrol,96354,239299,noida,338,hatchback,manual,vxi,True,new delhi,delhi,True,dl7c,inperson_sale,maruti,swift,in_stock,2,197667,262687.0,good,2021-02-09T14:49:03.098,True,5558,35895,False,False
134,mitsubishi outlander,2009,petrol,95127,307099,noida,2828,luxury suv,manual,2.4 mivec,True,delhi,delhi,True,dl7c,inperson_sale,mitsubishi,outlander,,3,295317,331199.0,great,2021-04-24T12:30:29.166,True,7133,46065,False,False
135,hyundai verna,2014,diesel,81676,520499,noida,204,sedan,manual,fluidic 1.6 sx crdi opt,True,noida,uttar pradesh,True,up16,inperson_sale,hyundai,verna,in_stock,1,510270,643090.0,great,2021-03-10T12:37:51.051,True,12090,78075,False,False
136,hyundai verna,2014,diesel,84334,510699,noida,743,sedan,manual,fluidic 1.4 crdi cx,True,delhi,delhi,True,dl12,inperson_sale,hyundai,verna,in_stock,1,488043,608343.0,great,2021-03-02T13:11:57.44,True,11862,76605,False,False
137,volkswagen ameo,2017,diesel,73768,486299,noida,1242,sedan,manual,highline 1.5,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,volkswagen,ameo,in_stock,1,465642,509599.0,great,2021-04-05T15:16:18.671,True,11296,72945,False,False
138,maruti zen estilo,2010,petrol,65057,208999,noida,351,hatchback,manual,lxi,True,delhi,delhi,True,dl7c,inperson_sale,maruti,zen estilo,in_transit,1,149524,,good,2021-04-14T12:18:30.85,True,4855,31350,False,False
139,maruti alto k10,2012,petrol,89988,206399,noida,750,hatchback,manual,vxi,True,delhi,delhi,True,dl9c,inperson_sale,maruti,alto k10,in_stock,2,181965,,good,2021-03-22T09:40:25.394,True,4794,30960,False,False
140,maruti celerio,2016,petrol & cng,100780,358299,noida,1776,hatchback,manual,vxi cng,False,delhi,delhi,True,dl9c,inperson_sale,maruti,celerio,in_stock,2,319632,,great,2021-04-04T11:33:09.687,True,8322,53745,False,False
141,honda brio,2013,petrol,90659,251399,noida,448,hatchback,manual,1.2 s mt i vtec,True,delhi,delhi,True,dl2c,inperson_sale,honda,brio,in_stock,2,214324,281810.0,good,2021-03-04T14:23:52.224,True,5839,37710,False,False
142,hyundai santro xing,2013,petrol,79800,220699,noida,1251,hatchback,manual,gl plus,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,santro xing,in_stock,1,206571,,great,2021-04-01T16:54:22.729,True,5126,33105,False,False
143,maruti swift dzire,2012,petrol,90220,290899,noida,1831,sedan,manual,lxi 1.2 bs iv,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,swift dzire,in_stock,1,283877,367653.0,great,2021-02-23T14:31:24.424,True,6757,43635,False,False
144,ford ecosport,2013,diesel,99113,413099,noida,1508,suv,manual,1.5titanium tdci,True,noida,uttar pradesh,True,up16,inperson_sale,ford,ecosport,in_stock,1,411396,517356.0,great,2021-02-08T14:02:54.098,True,9595,61965,False,False
145,mahindra xuv500,2014,diesel,60070,699399,noida,1583,luxury suv,manual,w8 fwd,True,navi mumbai,maharashtra,True,mh43,inperson_sale,mahindra,xuv500,in_stock,1,733951,824782.0,great,2020-12-13T12:53:09.036,True,16245,104910,False,False
146,nissan terrano,2014,diesel,110471,469099,noida,842,suv,manual,xv 110 diesel,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,nissan,terrano,in_stock,1,428610,538030.0,great,2021-04-02T10:24:41.364,True,10896,70365,False,False
147,honda amaze,2014,petrol,86304,364599,noida,535,sedan,manual,1.2 smt i vtec,True,noida,uttar pradesh,True,up16,inperson_sale,honda,amaze,in_stock,1,303700,391854.0,great,2021-03-12T14:43:48.508,True,8469,54690,False,False
148,maruti ritz,2010,petrol,108338,230799,noida,490,hatchback,manual,vxi genus,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,ritz,in_stock,1,224350,295036.0,great,2021-03-17T10:00:34.451,True,5361,34620,False,False
149,hyundai i20,2012,diesel,122256,299399,noida,524,hatchback,manual,sportz 1.4 crdi,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,hyundai,i20,in_stock,1,273723,355277.0,great,2021-03-22T10:53:19.414,True,6954,44910,False,False
150,toyota etios,2015,petrol,168109,330899,noida,938,sedan,manual,g,True,noida,uttar pradesh,True,up16,inperson_sale,toyota,etios,in_stock,1,318815,410291.0,great,2021-02-15T06:23:28.285,True,7686,49635,False,False
151,maruti ertiga,2012,diesel,186207,440199,noida,1085,suv,manual,vdi,True,noida,uttar pradesh,True,up14,inperson_sale,maruti,ertiga,in_stock,1,387269,493793.0,good,2021-04-06T12:39:06.378,True,10225,66030,False,False
152,volkswagen vento,2013,diesel,192715,377799,noida,888,sedan,manual,highline diesel,True,mathura,uttar pradesh,True,up85,inperson_sale,volkswagen,vento,in_stock,1,350604,443076.0,great,2021-03-21T07:36:52.016,True,8775,56670,False,False
153,toyota corolla altis,2014,petrol,134937,751399,noida,1166,luxury sedan,manual,gl,True,noida,uttar pradesh,True,up16,inperson_sale,toyota,corolla altis,in_stock,1,733302,910742.0,great,2021-03-19T13:08:48.333,True,17453,112710,False,False
154,audi q3,2013,diesel,114155,1072517,noida,1288,luxury suv,automatic,2.0 tdi quattro,True,delhi,delhi,True,dl1c,inperson_sale,audi,q3,in_stock,2,990909,1194051.0,great,2021-02-09T11:52:09.31,True,24912,160878,False,False
155,hyundai creta,2016,diesel,124714,818799,noida,924,suv,,1.6 sx at crdi,True,noida,uttar pradesh,True,up16,inperson_sale,hyundai,creta,in_stock,1,810419,987071.0,great,2021-03-13T10:19:12.201,True,19019,122820,False,False
156,audi a6,2013,diesel,107465,1202706,noida,1937,luxury sedan,automatic,2.0 tdi premium plus,True,delhi,delhi,True,dl1c,inperson_sale,audi,a6,in_stock,2,1273548,1532278.0,great,2021-04-05T09:04:10.394,True,27936,180406,False,False
157,toyota fortuner,2013,diesel,154297,1213917,noida,2095,luxury suv,automatic,3.0 at 4x2,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,toyota,fortuner,in_stock,1,1250172,1510690.0,great,2021-02-18T11:59:03.375,True,28196,182088,False,False
158,toyota innova,2014,diesel,214389,619299,noida,876,suv,manual,2.5 gx 7 str bs iv,True,new delhi,delhi,True,dl2c,inperson_sale,toyota,innova,in_stock,1,598514,,great,2021-03-13T09:45:33.526,True,14385,92895,False,False
159,maruti celerio,2015,petrol & cng,158356,316399,noida,1278,hatchback,manual,vxi cng,True,delhi,delhi,True,dl9c,inperson_sale,maruti,celerio,in_transit,1,288964,,great,2021-03-26T07:44:35.373,True,7349,47460,False,False
160,maruti swift,2015,petrol,27191,365799,noida,2550,hatchback,manual,lxi opt,True,new delhi,delhi,True,dl8c,inperson_sale,maruti,swift,in_stock,1,366204,467108.0,great,2021-03-07T06:38:26.412,True,8497,54870,True,False
161,maruti alto 800,2017,petrol,15581,257699,noida,3272,hatchback,manual,lxi,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,alto 800,in_stock,1,264886,270886.0,great,2021-02-19T08:13:30.083,True,5986,38655,True,False
162,maruti swift dzire,2011,petrol,15248,254299,noida,2660,sedan,manual,vxi 1.2 bs iv,True,delhi,delhi,True,dl3c,inperson_sale,maruti,swift dzire,in_stock,1,240524,313774.0,great,2021-01-26T08:04:09.54,True,5907,38145,True,False
163,maruti alto k10,2018,petrol,17599,335199,noida,1102,hatchback,manual,vxi,True,delhi,delhi,True,dl1c,inperson_sale,maruti,alto k10,in_stock,1,319967,,great,2021-03-08T05:48:29.707,True,7786,50280,True,False
164,mahindra scorpio,2013,diesel,34861,506799,noida,1701,suv,manual,lx bs iv,True,delhi,delhi,True,dl12,inperson_sale,mahindra,scorpio,in_stock,1,479116,515799.0,great,2021-03-30T08:45:28.361,True,11772,76020,True,False
165,maruti swift,2019,petrol,9218,568299,noida,2291,hatchback,manual,vxi,True,new delhi,delhi,True,dl4c,inperson_sale,maruti,swift,in_stock,1,579475,585975.0,great,2021-03-18T13:56:28.505,True,13200,85245,True,False
166,hyundai grand i10,2019,petrol,7794,513399,noida,2127,hatchback,manual,sportz 1.2 kappa vtvt,True,new delhi,delhi,True,dl9c,inperson_sale,hyundai,grand i10,in_stock,1,514830,521330.0,great,2021-03-16T07:16:13.503,True,11925,77010,True,False
167,datsun redi go,2018,petrol,14537,277899,noida,1185,hatchback,,1.0 t(o) at,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,datsun,redi go,in_stock,1,278408,360996.0,great,2021-02-17T16:37:34.473,True,6455,41685,True,False
168,maruti swift,2013,diesel,45994,356099,noida,1291,hatchback,manual,vdi,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,swift,in_stock,1,321214,413218.0,great,2021-04-04T07:51:23.976,True,8271,53415,True,False
169,hyundai i10,2010,petrol,55388,190499,noida,2158,hatchback,manual,magna 1.2 kappa2,True,new delhi,delhi,True,dl4c,inperson_sale,hyundai,i10,in_stock,2,179618,240138.0,great,2021-02-10T16:42:33.511,True,4425,28575,True,False
170,maruti sx4,2010,petrol,51871,238199,noida,1026,sedan,,zxi at,True,delhi,delhi,True,dl3c,inperson_sale,maruti,sx4,in_stock,1,211716,,good,2021-03-08T06:50:27.878,True,5533,35730,True,False
171,maruti ritz,2011,petrol,41762,239399,noida,1252,hatchback,manual,vxi bs iv,True,delhi,delhi,True,dl12,inperson_sale,maruti,ritz,in_stock,1,194500,258745.0,great,2021-03-02T11:46:53.954,True,5561,35910,True,False
172,mahindra tuv300,2016,diesel,37219,551499,noida,3898,suv,automatic,t8 at,True,delhi,delhi,True,dl12,inperson_sale,mahindra,tuv300,in_stock,1,528307,663747.0,great,2021-02-19T08:42:21.048,True,12810,82725,True,False
173,hyundai elite i20,2020,petrol,11146,532799,noida,6329,hatchback,,1.2 magna plus vtvt,True,delhi,delhi,True,dl12,inperson_sale,hyundai,elite i20,in_stock,1,541035,679015.0,great,2021-02-13T08:10:30.53,True,12376,79920,True,False
174,honda city,2014,petrol,48845,530499,noida,2855,sedan,manual,v mt petrol,True,delhi,delhi,True,dl11,inperson_sale,honda,city,in_stock,1,555000,695780.0,great,2020-12-02T21:30:07.98,True,12322,79575,True,False
175,maruti new  wagon-r,2019,petrol,21000,397699,noida,2197,,,lxi 1.0 l,True,delhi,delhi,True,dl5c,inperson_sale,maruti,new  wagon-r,in_stock,1,397608,399108.0,great,2021-02-17T11:11:35.369,True,9238,59655,True,False
176,honda amaze,2017,petrol,37426,450999,noida,1624,sedan,manual,1.2 smt i vtec,True,noida,uttar pradesh,True,up16,inperson_sale,honda,amaze,in_transit,1,455681,570501.0,great,2021-02-17T12:10:30.645,True,10476,67650,True,False
177,renault kwid,2018,petrol,31537,283999,noida,4740,hatchback,manual,rxl,True,hathras,uttar pradesh,True,up86,inperson_sale,renault,kwid,in_stock,1,283882,285382.0,great,2021-02-15T07:07:20.136,True,6597,42600,True,False
178,hyundai i10,2010,petrol,68453,174499,noida,1693,hatchback,manual,era 1.1 irde,True,delhi,delhi,True,dl3c,inperson_sale,hyundai,i10,in_stock,1,150000,203120.0,great,2021-02-27T13:10:32.227,True,4053,26175,True,False
179,honda city,2017,petrol & cng,28074,791599,noida,1517,sedan,manual,vx mt petrol,False,delhi,delhi,True,dl10,inperson_sale,honda,city,in_stock,1,768750,,great,2021-03-09T12:29:59.285,True,18387,118740,True,False
180,hyundai xcent,2014,diesel,68235,275699,noida,1416,sedan,manual,s 1.1 crdi opt,True,new delhi,delhi,True,dl9c,inperson_sale,hyundai,xcent,in_stock,2,288862,295362.0,great,2021-02-24T08:30:13.048,True,6404,41355,True,False
181,maruti swift dzire,2013,diesel,67411,271499,noida,1264,sedan,manual,ldi bs iv,True,delhi,delhi,True,dl13,inperson_sale,maruti,swift dzire,in_stock,1,265882,344698.0,great,2021-01-13T14:49:03.456,True,6306,40725,True,False
182,maruti swift dzire,2012,diesel,80671,336099,noida,871,sedan,manual,vdi bs iv,True,kanpur,uttar pradesh,True,up78,inperson_sale,maruti,swift dzire,in_stock,1,324026,,great,2021-03-08T05:34:14.675,True,7807,50415,True,False
183,maruti ritz,2009,petrol,48907,189299,noida,1318,hatchback,manual,vxi,True,new delhi,delhi,True,dl9c,inperson_sale,maruti,ritz,in_stock,1,196568,203068.0,great,2021-02-12T07:55:52.123,True,4397,28395,True,False
184,maruti ertiga,2015,diesel,57933,574199,noida,1224,suv,manual,zdi,True,delhi,delhi,True,dl8c,inperson_sale,maruti,ertiga,in_stock,2,566007,,great,2021-03-05T13:18:05.734,True,13337,86130,True,False
185,hyundai i20,2009,petrol,86251,175299,noida,4681,hatchback,manual,magna 1.2 vtvt,True,delhi,delhi,True,dl7c,inperson_sale,hyundai,i20,in_stock,2,180994,241839.0,great,2021-01-21T11:43:16.862,True,4072,26295,True,False
186,maruti alto,2019,petrol & cng,50244,313399,noida,1664,hatchback,manual,lxi,True,bulandshahr,uttar pradesh,True,up13,inperson_sale,maruti,alto,,2,288271,381015.0,great,2021-04-26T09:50:13.297,True,7279,47010,True,False
187,maruti alto k10,2014,petrol & cng,70930,274799,noida,808,hatchback,manual,lxi cng,True,delhi,delhi,True,dl5c,inperson_sale,maruti,alto k10,in_stock,1,218798,282252.0,good,2021-03-11T15:13:13.757,True,6383,41220,True,False
188,maruti wagon r 1.0,2012,petrol & cng,83630,218899,noida,1670,hatchback,manual,lxi cng,True,gurgaon,haryana,True,hr72,inperson_sale,maruti,wagon r 1.0,in_stock,1,213657,219657.0,great,2021-03-19T09:57:41.127,True,5084,32835,True,False
189,hyundai verna,2018,diesel,38712,949499,noida,6516,sedan,automatic,1.6 crdi sx + at,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,hyundai,verna,in_stock,1,982553,1190183.0,great,2020-11-25T08:05:03.07,True,22054,142425,True,False
190,maruti vitara brezza,2017,diesel,39663,732399,noida,1186,suv,manual,zdi plus,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,vitara brezza,in_stock,1,699000,869580.0,great,2020-12-05T18:30:05.768,True,17012,109860,True,False
191,hyundai verna,2017,diesel,38307,747999,noida,4483,sedan,manual,1.6 crdi sx,True,delhi,delhi,True,dl5c,inperson_sale,hyundai,verna,in_stock,1,772187,773687.0,great,2021-03-02T07:13:11.478,True,17374,112200,True,False
192,mahindra tuv300,2015,diesel,71692,579599,noida,1830,suv,automatic,t8 at,True,delhi,delhi,True,dl12,inperson_sale,mahindra,tuv300,in_stock,2,571730,715850.0,great,2021-02-26T12:30:44.119,True,13463,86940,True,False
193,hyundai verna,2019,diesel,25800,846799,noida,5905,sedan,,1.4 crdi ex mt,True,delhi,delhi,True,dl11,inperson_sale,hyundai,verna,in_stock,1,874326,880826.0,great,2021-03-12T12:45:00.66,True,19669,127020,True,False
194,maruti ertiga,2012,diesel,89257,419599,noida,2159,suv,manual,vdi,True,delhi,delhi,True,dl12,inperson_sale,maruti,ertiga,in_stock,1,406511,510511.0,great,2021-02-20T15:04:51.649,True,9746,62940,True,False
195,hyundai elite i20,2018,petrol & cng,42277,523699,noida,276,hatchback,manual,asta 1.2,True,delhi,delhi,True,dl10,inperson_sale,hyundai,elite i20,out_of_stock,1,532787,539287.0,great,2021-03-12T12:43:55.84,True,12164,78555,True,False
196,maruti vitara brezza,2018,diesel,28572,780799,noida,2814,suv,manual,zdi plus,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,vitara brezza,in_stock,1,805993,981835.0,great,2020-12-21T10:28:37.255,True,18136,117120,True,False
197,ford ecosport,2018,petrol,11844,791199,noida,2157,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl12,inperson_sale,ford,ecosport,in_stock,1,838352,844852.0,great,2021-03-18T11:59:36.759,True,18378,118680,True,False
198,maruti ertiga,2012,diesel,81227,380599,noida,2065,suv,manual,zdi,True,delhi,delhi,True,dl8c,inperson_sale,maruti,ertiga,in_stock,2,338100,432822.0,great,2020-12-03T22:30:02.613,True,8840,57090,True,False
199,hyundai verna,2012,diesel,84027,283299,noida,3776,sedan,manual,fluidic 1.4 crdi,True,new delhi,delhi,True,dl7c,inperson_sale,hyundai,verna,in_stock,2,285634,292134.0,great,2021-02-08T09:24:35.839,True,6580,42495,True,False
200,maruti xl6,2019,petrol,10643,877199,noida,2581,suv,,alpha shvs  mt,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,xl6,in_stock,2,929075,935075.0,great,2021-03-05T07:55:22.687,True,20375,131580,True,False
